title~views~since_upload~link
Nastya's adventures in Prague~16,593~5 hours ago 16 minutes~https://www.youtube.com/watch?v=3DfYZ53WjueXg
Halloween alphabet from Nastya and Eva~88,383~3 days ago 30 minutes~https://www.youtube.com/watch?v=3DdxBOoPP8ayk
Dad decorates the house for Halloween~94,414~7 days ago 9 minutes, 34 seconds~https://www.youtube.com/watch?v=3Diwrj_z0Z9GM
Nastya receives a surprise from her best friends~426,911~10 days ago 23 minutes~https://www.youtube.com/watch?v=3DstWBVR2H0fs
Nastya is becoming very smart~192,567~2 weeks ago 23 minutes~https://www.youtube.com/watch?v=3DjFUYA9Vk1M0
Nastya and dad learned how cocoa is produced~223,706~2 weeks ago 24 minutes~https://www.youtube.com/watch?v=3Dy8gaBOlcSEw
Nastya is looking for her dad~246,001~3 weeks ago 22 minutes~https://www.youtube.com/watch?v=3Dvu57GsPdjfU
Nastya and dad relax in amusement parks for children~906,779~3 weeks ago 23 minutes~https://www.youtube.com/watch?v=3DR2pB_OS5Do8
Nastya and dad take care of a cute puppy~834,221~4 weeks ago 23 minutes~https://www.youtube.com/watch?v=3DDauOKlP6VMQ
Nastya helps like a real superhero~202,367~1 month ago 20 minutes~https://www.youtube.com/watch?v=3DpS86Tnlvu54
Nastya and Evelina treat their teacher~952,376~1 month ago 27 minutes~https://www.youtube.com/watch?v=3DBeXtDIftunQ
Nastya and dad are having fun in the amusement park with friends~762,993~1 month ago 6 minutes, 18 seconds~https://www.youtube.com/watch?v=3DuOB1zCOvZvY
Nastya herself prepares slime for children~504,138~1 month ago 20 minutes~https://www.youtube.com/watch?v=3D3O8D4m5Pb1g
Nastya and dad buy healthy food for children and the whole family~6,895,019~1 month ago 18 minutes~https://www.youtube.com/watch?v=3DkrE3zCMdNMo
Nastya with her family in the amusement park~1,037,783~1 month ago 5 minutes, 13 seconds~https://www.youtube.com/watch?v=3D57-x9Q68wC4
Nastya and dad on a fantastic vacation in Venice~461,560~1 month ago 22 minutes~https://www.youtube.com/watch?v=3DASpGht7uy1s
Nastya receives recommendations on how important it is to monitor your health~1,064,296~1 month ago 22 minutes~https://www.youtube.com/watch?v=3DQEhOH38LJ38
Nastya and her friends learn to cook delicious food~4,146,857~1 month ago 22 minutes~https://www.youtube.com/watch?v=3Dqad_hTgm45E
Nastya actively rests in Antalya~268,555~2 months ago 15 minutes~https://www.youtube.com/watch?v=3D5QgCwBzd0FY
Nastya learns from Mega why reading is so important~3,501,755~2 months ago 26 minutes~https://www.youtube.com/watch?v=3DgRAjsHPOpRU
Nastya and dad teach the rules of behavior on the school bus~869,450~2 months ago 16 minutes~https://www.youtube.com/watch?v=3Dyi_vEhN3AT0
Nastya shows how she has been in 32 countries~402,532~2 months ago 14 minutes, 32 seconds~https://www.youtube.com/watch?v=3DVnadtftfB1g
Nastya and her friends participate in the competition~1,347,462~2 months ago 13 minutes, 20 seconds~https://www.youtube.com/watch?v=3DBTSbG4xL7RE
Nastya shows the safety rules for children in the forest~2,376,891~2 months ago 20 minutes~https://www.youtube.com/watch?v=3DtO97e4dvUTY
Nastya and her magical helper~327,809~2 months ago 9 minutes, 54 seconds~https://www.youtube.com/watch?v=3DZnTk0qObG5s
Nastya and Eva are trying to find their favorite hobbies~755,484~2 months ago 16 minutes~https://www.youtube.com/watch?v=3Di6W0ffMB3xY
Nastya is looking for dad in the maze~109,928~2 months ago 5 minutes, 49 seconds~https://www.youtube.com/watch?v=3DN6iC_gwcg8w
Nastya with friends pass the challenge on the trampoline~153,952~3 months ago 14 minutes, 22 seconds~https://www.youtube.com/watch?v=3DXKV4s7tXzfs
Nastya arranged a competition for prizes~163,069~3 months ago 8 minutes, 30 seconds~https://www.youtube.com/watch?v=3DH_6K6jecelU
Nastya and Eva in the challenge 24 hours without quarrels~167,144~3 months ago 20 minutes~https://www.youtube.com/watch?v=3DfjahrRPrxTU
Nastya and dad on water attractions~856,259~3 months ago 6 minutes, 41 seconds~https://www.youtube.com/watch?v=3Dv46ShkSPA8A
Nastya and and Eva in the story about school bullying~179,786~3 months ago 27 minutes~https://www.youtube.com/watch?v=3D6DDYjsbM6is
Pink vs. Black Challenge with Wednesday and Nastya~1,453,857~3 months ago 11 minutes, 23 seconds~https://www.youtube.com/watch?v=3DdCbo5YyeGsE
Nastya and Maggie 24 Hours Baby Challenge and Other Fun stories~712,518~3 months ago 26 minutes~https://www.youtube.com/watch?v=3DBtPCZaqhA3g
Nastya and dad found a room with secrets~2,594,256~3 months ago 31 minutes~https://www.youtube.com/watch?v=3DkmG-ABcA--c
Nastya teaches how to communicate politely and correctly~96,749~4 months ago 17 minutes~https://www.youtube.com/watch?v=3DZTWnYn2jhmI
Nastya came to visit her grandmother~1,417,579~4 months ago 23 minutes~https://www.youtube.com/watch?v=3DpG-j4lXIsyw
Nastya and dad in the museum for children~199,170~4 months ago 6 minutes, 37 seconds~https://www.youtube.com/watch?v=3DuvHBReJz6rI
Nastya and dad are getting ready for school~167,053~4 months ago 26 minutes~https://www.youtube.com/watch?v=3DYyYTSa_N09U
Nastya and Hot vs Cold Challenge with dady~1,814,179~4 months ago 24 minutes~https://www.youtube.com/watch?v=3DmLZAXJzlWbY
Nastya and funny travel stories~768,163~4 months ago 21 minutes~https://www.youtube.com/watch?v=3Dm0nYQQYe8So
Nastya and Evelyn - funny stories for girls~1,017,204~4 months ago 35 minutes~https://www.youtube.com/watch?v=3Dw23lAA9jT7Q
Nastya and Alla stories about kid's behavior~4,990,722~5 months ago 9 minutes, 33 seconds~https://www.youtube.com/watch?v=3DkfsJ3LPw_UI
Hot vs Cold challenge from Nastya and Eva~1,098,269~5 months ago 5 minutes, 4 seconds~https://www.youtube.com/watch?v=3D8ipbhxkGe_g
Dad teaches Nastya the rules of behavior for kids~4,857,083~5 months ago 20 minutes~https://www.youtube.com/watch?v=3D10rl81tQcLU
Nastya and her experience with scientific experiments~5,057,775~5 months ago 9 minutes, 57 seconds~https://www.youtube.com/watch?v=3DIxXN8oRyAqo
Nastya makes DIY soap and slime~990,254~5 months ago 12 minutes, 18 seconds~https://www.youtube.com/watch?v=3DGZ-RjFkVjvI
Nastya and friends as hosts of a talent show~175,913~5 months ago 8 minutes, 1 second~https://www.youtube.com/watch?v=3Dp-4wl0Rrlv8
Nastya and new school story with Wednesday~319,513~5 months ago 6 minutes, 29 seconds~https://www.youtube.com/watch?v=3DDU_8dwxsXgQ
Nastya and Dad attend children's entertainment during the trip~1,125,381~6 months ago 10 minutes, 33 seconds~https://www.youtube.com/watch?v=3DJU3-m19ARmQ
Nastya 24 Hours Baby Challenge and Other Fun Challenges for kids~614,663~6 months ago 15 minutes~https://www.youtube.com/watch?v=3DrNf0ym0IhGs
School stories about Wednesday and the yellow bus~198,560~6 months ago 11 minutes, 47 seconds~https://www.youtube.com/watch?v=3D2Dx_jHKr1js
Nastya goes to visit African children~5,995,541~6 months ago 7 minutes, 15 seconds~https://www.youtube.com/watch?v=3DPFtxSiZqalA
Nastya and dad have fun in the Land of Legends park~1,353,133~6 months ago 4 minutes, 19 seconds~https://www.youtube.com/watch?v=3DMTjgJFjDLis
Nastya and a new challenges with dad~1,182,279~6 months ago 10 minutes, 15 seconds~https://www.youtube.com/watch?v=3DqsnxqIUXOY0
Nastya and the series with her beloved dad~843,824~6 months ago 13 minutes, 4 seconds~https://www.youtube.com/watch?v=3D5R-q-PeZCR0
Nastya and Maggie take care of baby sister~192,827~6 months ago 10 minutes, 31 seconds~https://www.youtube.com/watch?v=3Dbl2YUmNMZ5U
Nastya and Dad - Colored Challenge boxes and other Stories~2,875,300~7 months ago 21 minutes~https://www.youtube.com/watch?v=3Dixz_xzS7oso
Nastya is learning the safety rules~492,332~7 months ago 9 minutes, 52 seconds~https://www.youtube.com/watch?v=3DbXJPG4qIYgw
Nastya and her adventures during the hurricane~1,258,568~7 months ago 14 minutes, 26 seconds~https://www.youtube.com/watch?v=3DshXjGRBT8Yc
Nastya and fun trips with dad~553,204~7 months ago 17 minutes~https://www.youtube.com/watch?v=3D0W4Is8WT7s0
Nastya and Dad arranged a food challenge and other joint entertainment~600,380~7 months ago 8 minutes, 36 seconds~https://www.youtube.com/watch?v=3DHh7HNc1O5rs
Nastya and 10 mystery doors challenge~262,612~7 months ago 12 minutes, 20 seconds~https://www.youtube.com/watch?v=3D4mPWkk7MeVI
Nastya is going to 3 parties at the same time~369,345~7 months ago 11 minutes, 17 seconds~https://www.youtube.com/watch?v=3DnjwxToRvypY
Nastya and the challenge with colored boxes~208,130~7 months ago 5 minutes, 40 seconds~https://www.youtube.com/watch?v=3D1qVnaVaV38A
Nastya understands how important it is to go to school and study~470,127~7 months ago 5 minutes, 47 seconds~https://www.youtube.com/watch?v=3Djw_Zeub9bDs
Nastya and Dad are going on a trip to the Maldives~352,392~7 months ago 4 minutes, 41 seconds~https://www.youtube.com/watch?v=3DIcKSPWrK92E
Kid's stories about school and friendship from Nastya~1,353,820~7 months ago 1 hour, 1 minute~https://www.youtube.com/watch?v=3DUGOkFjkcc4c
Nastya and Dad - useful rules of behavior for children~459,401~7 months ago 4 minutes, 47 seconds~https://www.youtube.com/watch?v=3DbsVy2-DMeo8
Like Nastya birthday party video~1,825,593~8 months ago 8 minutes, 13 seconds~https://www.youtube.com/watch?v=3DF1HX0wJMBcU
Nastya and Eva joke with dad and popping huge balls with surprises~889,636~8 months ago 13 minutes, 1 second~https://www.youtube.com/watch?v=3DmtgZsibso1A
Nastya and her friend had a party at home~1,423,937~8 months ago 12 minutes, 49 seconds~https://www.youtube.com/watch?v=3DvrLic7D2BIc
Nastya and dad are trying to get rid of hiccups~1,448,633~8 months ago 10 minutes, 49 seconds~https://www.youtube.com/watch?v=3DIC8w5kSan8A
Nastya takes care of her little puppy~414,044~8 months ago 4 minutes, 37 seconds~https://www.youtube.com/watch?v=3DC8-UQ03xDyQ
Nastya and Dad at the zoo~493,729~8 months ago 10 minutes, 19 seconds~https://www.youtube.com/watch?v=3Dov7XqZenoh4
Nastya studies science at school~1,290,805~8 months ago 5 minutes, 14 seconds~https://www.youtube.com/watch?v=3DScJh2Slr_IY
Nastya and the school challenge with Evelyn~1,238,053~8 months ago 4 minutes, 16 seconds~https://www.youtube.com/watch?v=3D85k_XnrUODs
Nastya teaches dad to eat healthy and play sports~791,791~8 months ago 4 minutes, 20 seconds~https://www.youtube.com/watch?v=3DYrYszroMZLk
