title~views~since_upload~link
Barbie Ellie Doll Comes to Life Cleaning Adventure~455,313~14 hours ago 10 minutes, 51 seconds~https://www.youtube.com/watch?v=3DDwmFnnzvnz4
Ellie Adventure About Drinking Water and Stay Hydrated~559,162~2 days ago 12 minutes, 39 seconds~https://www.youtube.com/watch?v=3DPVM3Vz2GuGU
Balloon House Obstacle Challenges with Andrea Charlotte and Kaden~480,971~4 days ago 22 minutes~https://www.youtube.com/watch?v=3D6wqve9elxc8
Ellie &amp; Wendy's Picnic Adventure: Sharing is Caring~905,724~6 days ago 15 minutes~https://www.youtube.com/watch?v=3Dp4fe8Fae6aI
Ellie Wendy and Eric Slushie Spills and Smoothie Thrills- Honesty Lesson~952,815~8 days ago 17 minutes~https://www.youtube.com/watch?v=3D6OVxCBOUsVg
Bake A Birthday Cake Pretend Play with Jannie &amp; Baby Rainbow!~616,599~9 days ago 10 minutes, 37 seconds~https://www.youtube.com/watch?v=3DsdOoYK6377M
Ellie's Car Garage Adventure Slime, Rocks &amp; More with Wendy and Eric~1,155,267~10 days ago 11 minutes, 46 seconds~https://www.youtube.com/watch?v=3Dtdhw0jHhhFI
Maddie Andrea and Emma Halloween Doorbell Surprises~500,891~12 days ago 3 minutes, 37 seconds~https://www.youtube.com/watch?v=3DRjtFkn50niI
Ellie Charlotte and Eric Ice Cream Cart Rescue Adventure~1,978,367~2 weeks ago 19 minutes~https://www.youtube.com/watch?v=3DzthfNEL_M7I
Ellie Healthy Eating at School Food Adventure with Andrea~1,094,938~2 weeks ago 20 minutes~https://www.youtube.com/watch?v=3D2vCzbsLzK2E
Going To The Dentist: Toothache Stories with Andrea Charlotte and Kaden~838,370~2 weeks ago 18 minutes~https://www.youtube.com/watch?v=3DShixZKQCyqg
Alex Eric and Ellie Reptile Animal Rescue Adventure~2,211,897~2 weeks ago 13 minutes, 22 seconds~https://www.youtube.com/watch?v=3DT7gTyfBwQ6U
Eric and Maddie: A Kindness Adventure and Friendship Lesson~2,280,064~3 weeks ago 5 minutes, 48 seconds~https://www.youtube.com/watch?v=3DcIOuCaFNig0
Ellie Eric and Charlotte Submarine Treasure Hunt Ocean Adventure~1,558,450~3 weeks ago 17 minutes~https://www.youtube.com/watch?v=3D2qHalbtTOwc
Kids vs Bowser: Mario Kart Racing Backyard Adventure~1,441,331~3 weeks ago 15 minutes~https://www.youtube.com/watch?v=3D5dZIB7U6kaI
Maddie's Great Balloon Rescue Mission Adventure with Wendy and Eric~1,823,047~4 weeks ago 15 minutes~https://www.youtube.com/watch?v=3D8u2HV4J7p5g
Eric &amp; Ellie's Airplane Adventures - Learning Lessons with Friends~1,342,041~1 month ago 16 minutes~https://www.youtube.com/watch?v=3DrM0oLZwXWlQ
Maddie Learns Healthy Habits with Dr. Eric!~338,022~1 month ago 13 minutes, 4 seconds~https://www.youtube.com/watch?v=3D4Uow2tSbGyg
Maddie &amp; Andrea Pink vs Black: Best Friends with Different Tastes!~8,248,080~1 month ago 17 minutes~https://www.youtube.com/watch?v=3Drjta4dgju1I
Ninja Turtle Kids vs Shredder: Challenges with Wendy Jannie &amp; Ellie~1,328,170~1 month ago 12 minutes, 34 seconds~https://www.youtube.com/watch?v=3DFrtcypaFXLY
Ellie and Andrea Teaches Robots Good Behavior for Kids: Rude to Polite~797,604~1 month ago 14 minutes, 56 seconds~https://www.youtube.com/watch?v=3DWmwZ3x1KXA4
Alex Teaches Barbie Ellie and Ken Eric Dolls to Brush Eat and Play!~482,511~1 month ago 19 minutes~https://www.youtube.com/watch?v=3DwdBHCn-SQJE
Eric Wendy and Ellie 3 Color Room Fun Clean Up Challenge~1,667,827~1 month ago 14 minutes, 13 seconds~https://www.youtube.com/watch?v=3DZd63gCxZO9M
Eric Jannie and Andrea Exploring Emotions Meditation and Yoga~1,701,063~1 month ago 3 minutes, 18 seconds~https://www.youtube.com/watch?v=3D_jZRJDHbxhI
Alex Ellie and Kaden Learn Pool Rules: Watermelons and Waterslides~7,883,655~1 month ago 3 minutes, 48 seconds~https://www.youtube.com/watch?v=3DpdwwTDH9azI
Maddie and Charlotte Unhappy Meals Food Rescue with Wednesday Jannie~5,807,045~1 month ago 13 minutes, 23 seconds~https://www.youtube.com/watch?v=3DhOYQ9PZrysE
Emma, Jannie and Friends Make Super Satisfying Slime!~247,965~1 month ago 10 minutes, 51 seconds~https://www.youtube.com/watch?v=3DZ_f4c3DtGM4
Jannie Maddie and Charlotte Celebrate Hispanic Heritage Month~982,831~1 month ago 5 minutes, 14 seconds~https://www.youtube.com/watch?v=3DTKZ6Pi5ACFY
Andrea and Eric Play with Taxi Car to the Rescue~1,088,853~1 month ago 11 minutes, 52 seconds~https://www.youtube.com/watch?v=3D7WzW-GSBtW4
Ellie Alex and Eric Beach Day Surprise: Treasures &amp; Trash Clean Up!~1,642,156~1 month ago 11 minutes, 59 seconds~https://www.youtube.com/watch?v=3DGhHlG1VzdyM
Eric's Slime Experiment! Learning To Help Friends Jannie &amp; Dax~5,630,796~1 month ago 7 minutes, 28 seconds~https://www.youtube.com/watch?v=3DDVCURFRENO4
Jannie Wendy and Ellie's Polly Pocket Sparkle Cove Adventure!~1,632,683~1 month ago 7 minutes, 26 seconds~https://www.youtube.com/watch?v=3D1ECiW39vNzY
Pink and Blue Barbie Adventure of Ellie Andre and Emma~6,391,613~1 month ago 12 minutes, 5 seconds~https://www.youtube.com/watch?v=3D-W9Zu6Z0i3w
Ellie and Alex Gumball Machine Toy Mystery with the Gumball Monster~11,243,082~2 months ago 16 minutes~https://www.youtube.com/watch?v=3DOfQUln10Xjw
Jannie Ellie and Eric Playground Slide Race Challenge~1,009,344~2 months ago 11 minutes, 51 seconds~https://www.youtube.com/watch?v=3D578JNT6I0vw
Ellie Alex and Kaden Fruit Juice Pool Party Adventure~880,455~2 months ago 16 minutes~https://www.youtube.com/watch?v=3DxEgEfA4hJKE
Eric and Ellie Learn Pool Rules with Bowser | Pool Day Adventures~1,672,960~2 months ago 13 minutes, 43 seconds~https://www.youtube.com/watch?v=3Dh9tHTo16qrk
Barbie Ellie Mystery of the Broken Barbie Playhouse~1,362,898~2 months ago 15 minutes~https://www.youtube.com/watch?v=3D92jWesRViek
Ellie and Andrea Plays with Pizza Machine for Kids~2,302,896~2 months ago 14 minutes, 18 seconds~https://www.youtube.com/watch?v=3Dx5FXMtYOqn8
Andrea Learns that Reading is Fun with Maddie and Ellie | Reading Month~982,861~2 months ago 16 minutes~https://www.youtube.com/watch?v=3D7MkiRQHm-y0
Ellie and Alex Try Fruit Drinks | Healthy Eating for Children~4,548,572~2 months ago 15 minutes~https://www.youtube.com/watch?v=3DgeEkvLlfNe8
Maddie Wendy and Eric Pretend Play Race with Car Toys~920,884~2 months ago 15 minutes~https://www.youtube.com/watch?v=3DCNGjFSYic4o
Jannie Charlotte and Andrea Back to School Stories for Kids~909,573~2 months ago 6 minutes, 29 seconds~https://www.youtube.com/watch?v=3DU6UBjS8jo38
Ellie and Andrea Help Wendy Escape the Maze! Can They Find the Keys?~4,069,752~2 months ago 14 minutes, 36 seconds~https://www.youtube.com/watch?v=3DHYNYx1I6ydU
Learn Shapes Song - Wendy Maddie and Eric Learn about Shapes~1,797,418~2 months ago 5 minutes, 33 seconds~https://www.youtube.com/watch?v=3DPRJUUWP4Ai8
Eric and Charlotte Pretend Play with Toy Blocks and Lego Man~3,450,790~2 months ago 20 minutes~https://www.youtube.com/watch?v=3DdkDuJTN7CHQ
Ellie Shows Safety Rules To Rescue Bowser~1,236,575~2 months ago 15 minutes~https://www.youtube.com/watch?v=3DXSXF0srPzhU
Eric and Charlotte Pretend Play Cooking with Kitchen Play Set!~4,057,568~2 months ago 14 minutes, 48 seconds~https://www.youtube.com/watch?v=3DnrXeBD0y8zw
Alex and Ellie vs Thanos: Super Team Up!~3,212,953~3 months ago 15 minutes~https://www.youtube.com/watch?v=3D-DLy47xAyEg
Andrea Alex and Wendy Play Escape Room Challenges~1,441,969~3 months ago 15 minutes~https://www.youtube.com/watch?v=3D0BzvaX9ml54
Ellie and Alex Missing Fish Mystery Adventure~4,194,139~3 months ago 14 minutes, 5 seconds~https://www.youtube.com/watch?v=3DPbh02Xl6D3E
Ellie Andrea and Jannie Rainy Day Indoor Adventure~2,575,682~3 months ago 14 minutes, 12 seconds~https://www.youtube.com/watch?v=3D3qugwQfpEqw
Eric Jannie and Charlotte Plays on the Stair Slide for Kids~31,178,773~3 months ago 15 minutes~https://www.youtube.com/watch?v=3Drjnk3wPRmwE
Eric Jannie and Charlotte Learn to Share with Colors~2,463,448~3 months ago 12 minutes, 57 seconds~https://www.youtube.com/watch?v=3DX4AZDq-h29U
Ellie and Alex Camping Adventure~5,831,375~3 months ago 15 minutes~https://www.youtube.com/watch?v=3Dm7ezLHFNRVk
Ellie Alex and Kaden Build Inflatable Playhouse for Children and Learn about Bees~2,405,445~3 months ago 10 minutes, 7 seconds~https://www.youtube.com/watch?v=3DKuM2V5EfNYY
Ellie and Andrea's Rainbow Popcorn Stand Adventure~10,344,311~3 months ago 15 minutes~https://www.youtube.com/watch?v=3Dvk187mM7cqo
Jannie and Eric First Flight on an Airplane - Kids Learns Airplane Rules~4,050,013~3 months ago 13 minutes, 35 seconds~https://www.youtube.com/watch?v=3DPzOKoXVkxCI
Eric and Charlotte Ice Cream and Fruit Friendship Adventure~5,750,776~3 months ago 23 minutes~https://www.youtube.com/watch?v=3D4wQgovtgYz8
Ellie and Alex Funny Story about New Hairstyle~11,771,151~3 months ago 15 minutes~https://www.youtube.com/watch?v=3DCyKUPqvbYM8
Ellie and Maddie Celebrates 4th of July~1,825,546~3 months ago 6 minutes, 32 seconds~https://www.youtube.com/watch?v=3DkvkciAz4FI8
Maddie and Wendy Help Eric with Teamwork and Cooperation~5,197,554~3 months ago 15 minutes~https://www.youtube.com/watch?v=3D7_1frM-ANYE
Superheroes to the Rescue: A Teamwork Tale with Ellie Maddie and Charlotte~4,440,154~4 months ago 25 minutes~https://www.youtube.com/watch?v=3Dy326S4ZSV5w
Pancake Art Challenge: Maddie &amp; Eric vs Wendy Breakfast Adventure~2,950,202~4 months ago 6 minutes, 59 seconds~https://www.youtube.com/watch?v=3DWQ1SrLIYR_0
Maddie Andrea and Jannie's Macaron Ice Cream Shop Adventure~4,468,915~4 months ago 15 minutes~https://www.youtube.com/watch?v=3Dc-fiwCj3Y6M
Princess Jannie's Adventure: From Castle to Park~1,207,859~4 months ago 12 minutes, 47 seconds~https://www.youtube.com/watch?v=3DiS9KDfsC_yg
Ellie and Wendy Babysitting Adventures: A Day of Healthy Eating and Learning~6,989,354~4 months ago 21 minutes~https://www.youtube.com/watch?v=3DZ9AKv2o-z50
Race, Rescue, Repeat! Mario, Luigi &amp; Jannie Kart Race in Bowser's World~9,646,169~4 months ago 12 minutes, 56 seconds~https://www.youtube.com/watch?v=3DnXWXLGDz_iw
Ellie's Day of Fun and Games: Learning to Keep Promises~5,917,554~4 months ago 13 minutes, 1 second~https://www.youtube.com/watch?v=3DFwEBshclYqU
Giant Lego Man vs. T-Rexs: A Lego Adventure with Jannie Charlotte and Eric~827,614~4 months ago 3 minutes, 43 seconds~https://www.youtube.com/watch?v=3D_mCOCkmyU0I
Emma Eric and Andrea Play Green Light, Red Light &amp; Sports Challenges with Balloons and Tape~1,619,139~4 months ago 13 minutes, 43 seconds~https://www.youtube.com/watch?v=3DQ1L8eXVLbUs
Ellie &amp; Kaden's Magnetic Slime Science Experiments~33,820,061~4 months ago 8 minutes, 14 seconds~https://www.youtube.com/watch?v=3Dzb0k_yw4w4w
