title~views~uptime_y~uptime_m~uptime_d~link
BIN RANJHE KA HEER (Full Audio): Nilofer Wani, Abaan Syed, Farhana Bhat | Arko | Bhushan Kumar~693~0~2~54~https://www.youtube.com/watch?v=3DbTEfWlnLc3w
Bhula Du (Lyrical Video): Payal Dev, Stebin Ben | Ihana Dhillon,Shashank Vyas | Sayeed Q | Bhushan K~22,091~0~2~54~https://www.youtube.com/watch?v=3D0qtFzJrK85k
BLUE EYES (REMIX): Yo Yo Honey Singh | Lill Gollu | Kedrock, SD Style~374,937~0~2~54~https://www.youtube.com/watch?v=3DI5B9deyLXMY
Kali Kali Zulfon Ke (Lo-Fi) (Lyrical Video) | Madhur Sharma | Swapnil Tare | Nusrat Fateh Ali Khan~7,470~0~2~54~https://www.youtube.com/watch?v=3DQ_fR8AktyG8
LEHREIN (Full Audio): Shay | Kaushal Kishore | Imran Z Abbas~93,400~0~2~55~https://www.youtube.com/watch?v=3DGQIUM9wVoRQ
Bin Ranjhe Ka Heer (Lyrical Video): Nilofer Wani, Abaan Syed, Farhana Bhat | Arko | Bhushan Kumar~80,710~0~2~55~https://www.youtube.com/watch?v=3DcNkxk9Ge_cE
O Saathi (Lofi Mix) Full Audio: Tiger Shroff, Disha Patani | Atif Aslam | Dj Moody | Arko~11,731~0~2~55~https://www.youtube.com/watch?v=3DALlaZPnxgPg
Deewano Ne (Lyrical Video): Shaan |Prasad Shikhare, Mahima Gupta, Prajakta Dusane, Ashita Jain | KRK~83,078~0~2~56~https://www.youtube.com/watch?v=3DG1U7lY1nNBw
Mann Laage (Audio): Anud Singh Dhaka, Anushka Luhar | Kaushik-Guddu | Ayaz Kohli~12,659~0~2~56~https://www.youtube.com/watch?v=3DdBBcXkuSqJA
ANIMAL: HUA MAIN (Song) | Ranbir Kapoor | Rashmika M | Sandeep V | Raghav,Manoj M | Bhushan K~26,913,089~0~2~57~https://www.youtube.com/watch?v=3D5V04DETPF0o
Pyaar Hota Kayi Baar Hai (CLUB MIX) Tu Jhoothi Main Makkaar | Ranbir Kapoor | Arijit Singh | DJ Star~128,883~0~2~57~https://www.youtube.com/watch?v=3DpTkLYW6Vr64
Tum Bin: Paushali Sahu | Nikhil-Vinay | Faaiz Anwar~480,892~0~2~57~https://www.youtube.com/watch?v=3DIy1RhfxielI
SANU EK PAL (Lyrical Video): Madhur Sharma,Avantika |Nusrat Fateh Ali Khan,Swapnil Tare |Ronit Vinta~17,370~0~2~58~https://www.youtube.com/watch?v=3DtbgHo0Uqvs0
Jawan: Zinda Banda (Full Video) | Shah Rukh Khan | Atlee | Anirudh | Nayanthara | Vijay Sethupathi~1,002,872~0~2~58~https://www.youtube.com/watch?v=3DstjZKBhQ3lg
Humsafar (Lo-Fi Mix) (Audio): Varun Dhawan, Alia Bhatt | Dj Akanksha Popli | Akhil Sachdeva~14,968~0~2~58~https://www.youtube.com/watch?v=3DTCZH0hYCsew
SUIT PATIALA(Video): Yaariyan 2 |Divya Khosla Kumar |Guru R,Neha K,Manan B |Radhika,Vinay |Bhushan K~52,272,720~0~2~59~https://www.youtube.com/watch?v=3D3LfXiUVj-Bg
Bitter Betrayals (BTS): Sonu Nigam | Aditya D, Nikhil-Vinay | Yogesh |T-Series Solos |Bhushan Kumar~22,074~0~2~59~https://www.youtube.com/watch?v=3DEuxI7TDAjBo
Jeet Tere Haath Mein | ICC Men=E2=80=99s Cricket World Cup 2023 | Star Sports Sound of Belief~42,758~0~2~59~https://www.youtube.com/watch?v=3DG_bDrEkEu1w
The Ultimate Road Trip (Audio Jukebox) | Best of Ranbir Kapoor | Non-Stop Long Drive Songs~50,629~0~2~59~https://www.youtube.com/watch?v=3Dp1p3Tjs42S8
SUIT PATIALA(Teaser): Yaariyan 2 |Divya Khosla Kumar |Guru R,Neha K,Manan |Radhika, Vinay |Bhushan K~183,323~0~2~60~https://www.youtube.com/watch?v=3DIV5SAWjge_A
Pushpa: Oo Bolega Ya Oo Oo Bolega (Remix) Tatva K | Allu A, Rashmika M Ft. Samantha|Kanika K~253,712~0~2~60~https://www.youtube.com/watch?v=3DKlrjn8Q0Ki8
Farebi (Full Video) Neeyat | Vidya Balan | Lothika Jha | Mikey McCleary | Kausar Munir | Anu Menon~15,977~0~2~60~https://www.youtube.com/watch?v=3DXqJdIMaPp7E
Bitter Betrayals (Audio): Sonu Nigam | Aditya D, Nikhil-Vinay |Yogesh |T-Series Solos |Bhushan Kumar~26,707~0~2~60~https://www.youtube.com/watch?v=3Dj4B_esvcQng
EP: FRAGRANCE | WAPAS NA AAYENGE (Lyrical): Millind Gaba, Giorgia Andriani |Asli Gold |Bhushan Kumar~101,861~0~2~61~https://www.youtube.com/watch?v=3DYyVRF2zw3Rw
O Saathi (Lofi Mix): Tiger Shroff, Disha Patani | Atif Aslam | Dj Moody | Arko~37,837~0~2~61~https://www.youtube.com/watch?v=3D0wYyXqeEDm4
VAAT NAKO DHOPAT | Aatmapamphlet | Paresh Mokashi | Ashish Bende~16,420~0~2~61~https://www.youtube.com/watch?v=3DhYiVkZVjFsw
HI PAPA: Sheeshe Ki Gudiya Lyrical | Nani, Mrunal Thakur | Baby Kiara | Shouryuv |Hesham Abdul Wahab~1,266,303~0~2~61~https://www.youtube.com/watch?v=3DTek20GGCYQ8
Bhool Jaa (Full Song): Himansh Kohli, Aayushi Verma | Arijit Singh | Piyush S | Rashmi V | Bhushan K~7,764,294~0~2~62~https://www.youtube.com/watch?v=3DCSp6TC0gUdc
Saure Ghar (Lyrical): Divya K, Meezaan, Pearl | Vishal M,Neeti M,Manan B | Radhika R, Vinay S~83,350~0~2~62~https://www.youtube.com/watch?v=3D8BBBFE093ts
Sheeshe Ki Gudiya Promo|Hi Papa Movie|Nani, Mrunal Thakur|Baby Kiara|Shouryuv|Hesham Abdul Wahab~24,334~0~2~62~https://www.youtube.com/watch?v=3DzaVYonU7WZ0
Mann Laage (Official Music Video): Anud Singh Dhaka, Anushka Luhar | Kaushik-Guddu | Ayaz Kohli~136,256~0~2~63~https://www.youtube.com/watch?v=3Dfx_dALCN1LA
Vaat Nako Dhopat (Audio) | Aatmapamphlet | Paresh Mokashi | Ashish Bende~6,442~0~2~63~https://www.youtube.com/watch?v=3DvHrq4im9_X0
Bhula Du (BTS): Payal Dev, Stebin Ben | Ihana Dhillon, Shashank Vyas | Sayeed Quadri | Bhushan K~29,885~0~2~63~https://www.youtube.com/watch?v=3DoKHmxFUsL6c
DESI KALAKAAR (REMIX): Yo Yo Honey Singh | Sonakshi Sinha | Kedrock, SD Style~6,644,864~0~2~63~https://www.youtube.com/watch?v=3DNRczXw1x9fw
