title~views~since_upload~link
Giant Nerf Edition | Dude Perfect~86,113,654~7 years ago 7 minutes, 31 seconds~https://www.youtube.com/watch?v=3DoKbUSJr1A64
Bass Pro Edition | Dude Perfect~37,734,691~7 years ago 7 minutes, 49 seconds~https://www.youtube.com/watch?v=3DIJq4vWADtfs
Giant Basketball Arcade Battle | Dude Perfect~94,184,569~7 years ago 7 minutes, 46 seconds~https://www.youtube.com/watch?v=3DQuncAUHpl-8
Mountain Top Snow Battle | Dude Perfect~35,113,715~7 years ago 6 minutes, 45 seconds~https://www.youtube.com/watch?v=3DcZ85wy9fZO0
Soccer Trick Shots | Dude Perfect~93,446,175~7 years ago 7 minutes, 21 seconds~https://www.youtube.com/watch?v=3DL4aBqvbP_MM
Make-A-Wish Edition | Dude Perfect~29,799,307~7 years ago 6 minutes, 47 seconds~https://www.youtube.com/watch?v=3DXTDR_4VXbBI
Chris Paul &amp; Aaron Rodgers Edition | Dude Perfect~25,560,130~7 years ago 6 minutes, 37 seconds~https://www.youtube.com/watch?v=3DgfM0_ngx0zU
Archery Kart Battle ft. Luke Bryan | Dude Perfect~36,331,095~7 years ago 6 minutes, 56 seconds~https://www.youtube.com/watch?v=3D4QfyFqwan4o
RC Edition | Dude Perfect~211,913,763~7 years ago 7 minutes~https://www.youtube.com/watch?v=3Dym9E1YG3_QQ
Snow Sports Battle | Dude Perfect~36,203,926~7 years ago 7 minutes, 55 seconds~https://www.youtube.com/watch?v=3D1BjgBoummtE
Blitzball Trick Shots | Dude Perfect~28,389,925~7 years ago 5 minutes, 32 seconds~https://www.youtube.com/watch?v=3D0HefV4XQFcc
Bubble Gum Blowing Battle | Dude Perfect~91,255,221~7 years ago 6 minutes, 38 seconds~https://www.youtube.com/watch?v=3DdlOPwVsI-O4
Hunting Stereotypes~104,652,425~8 years ago 6 minutes, 55 seconds~https://www.youtube.com/watch?v=3DM9gFRXw5-kI
Slip and Slide Football Battle | Dude Perfect~65,417,238~8 years ago 6 minutes, 41 seconds~https://www.youtube.com/watch?v=3DUpMLVDma-4Q
Tailgating Trick Shots | Dude Perfect~18,953,275~8 years ago 5 minutes, 35 seconds~https://www.youtube.com/watch?v=3DKetL43-xE8o
Plastic Golf Club Battle | Dude Perfect~84,442,195~8 years ago 7 minutes, 58 seconds~https://www.youtube.com/watch?v=3DjgnVsuKY3oM
Driving Stereotypes ft. Dale Jr~138,055,658~8 years ago 6 minutes, 24 seconds~https://www.youtube.com/watch?v=3DVzv40VWL5ho
Nerf Blasters Battle | Dude Perfect~71,427,892~8 years ago 6 minutes~https://www.youtube.com/watch?v=3DDJFK43xpEZk
Paintball Trick Shots | Dude Perfect~23,407,865~8 years ago 5 minutes, 54 seconds~https://www.youtube.com/watch?v=3DZTkHLduj_FU
RC Battle | Dude Perfect~80,494,542~8 years ago 6 minutes, 49 seconds~https://www.youtube.com/watch?v=3DQOEEvvq808A
Dizzy Sports Battle 2 | Dude Perfect~47,793,439~8 years ago 6 minutes, 38 seconds~https://www.youtube.com/watch?v=3DCy0thWiV-eA
Lacrosse Trick Shots | Dude Perfect~31,849,430~8 years ago 6 minutes, 25 seconds~https://www.youtube.com/watch?v=3DFDEZalVUJRc
All Sports Golf Battle | Dude Perfect~125,840,169~8 years ago 7 minutes, 40 seconds~https://www.youtube.com/watch?v=3D_lyAEL4Wqao
iPhone Game Battle | Dude Perfect 2~47,510,561~8 years ago 7 minutes, 50 seconds~https://www.youtube.com/watch?v=3DGql1yOgfcsk
Exploding Action Figures | Dude Perfect~10,505,768~8 years ago 4 minutes, 6 seconds~https://www.youtube.com/watch?v=3DZKBz3iGP124
Dizzy Sports Battle | Dude Perfect~47,203,267~8 years ago 7 minutes, 55 seconds~https://www.youtube.com/watch?v=3DifuE2uIt0T4
Epic Trick Shot Edition | Dude Perfect~22,695,637~8 years ago 4 minutes, 59 seconds~https://www.youtube.com/watch?v=3DA5340xbbQJU
XPOGO Edition | Dude Perfect~57,608,731~8 years ago 5 minutes, 47 seconds~https://www.youtube.com/watch?v=3DTziuG5LtEWY
Backwards Edition | Dude Perfect~86,490,387~8 years ago 5 minutes, 39 seconds~https://www.youtube.com/watch?v=3D_GgfLZFj6kM
Shark Fishing Battle | Dude Perfect~78,303,440~8 years ago 6 minutes, 48 seconds~https://www.youtube.com/watch?v=3DbMvoNCg6vSY
Long Drive Trick Shots | Dude Perfect~34,795,184~8 years ago 5 minutes, 58 seconds~https://www.youtube.com/watch?v=3DMVuOwzFGaj8
Ping Pong Trick Shots 2 | Dude Perfect~218,799,414~8 years ago 5 minutes, 56 seconds~https://www.youtube.com/watch?v=3DUtsfUAHkyWQ
Odell Beckham Jr. Edition | Dude Perfect~33,534,430~8 years ago 4 minutes, 16 seconds~https://www.youtube.com/watch?v=3DEvCCwnLGtLY
Bubble Wrap Battle | Dude Perfect~105,318,306~8 years ago 5 minutes, 59 seconds~https://www.youtube.com/watch?v=3DLoaEy7CCC1E
Dad Edition | Dude Perfect~47,778,658~8 years ago 4 minutes, 21 seconds~https://www.youtube.com/watch?v=3D0iLUynhPMOE
Super Bowl Party Stereotypes~78,197,642~8 years ago 5 minutes, 20 seconds~https://www.youtube.com/watch?v=3DjLk-s2t9Z9Q
Pool Trick Shots | Dude Perfect~81,320,163~8 years ago 6 minutes, 28 seconds~https://www.youtube.com/watch?v=3DIlQnGkfskrQ
Russell Wilson Edition | Dude Perfect~26,519,405~8 years ago 6 minutes, 59 seconds~https://www.youtube.com/watch?v=3DWwpD-daFx8U
Archery Trick Shots | Dude Perfect~56,027,520~8 years ago 6 minutes, 8 seconds~https://www.youtube.com/watch?v=3DeCtb_ylVDvU
Glow In The Dark Edition | Dude Perfect~25,683,089~8 years ago 4 minutes, 17 seconds~https://www.youtube.com/watch?v=3DgeK1ZWHG0Pg
Dallas Stars Edition | Dude Perfect~18,298,196~9 years ago 6 minutes, 32 seconds~https://www.youtube.com/watch?v=3DefPGsYK6ayI
Exploding Basketball Pyramid | Dude Perfect~12,476,249~9 years ago 3 minutes, 22 seconds~https://www.youtube.com/watch?v=3DPfuzjAXfeio
Nerf Blasters: Lake House Edition | Dude Perfect~30,699,520~9 years ago 5 minutes, 9 seconds~https://www.youtube.com/watch?v=3Dk9OGeF5i54E
Restaurant Stereotypes~87,425,285~9 years ago 3 minutes, 59 seconds~https://www.youtube.com/watch?v=3DtOHARIf3gpw
Gillette Stadium Trick Shots | Dude Perfect~26,175,920~9 years ago 5 minutes, 38 seconds~https://www.youtube.com/watch?v=3DuKJzojYBeiY
Desert Drifting Baseball Edition | Dude Perfect~9,263,332~9 years ago 3 minutes, 32 seconds~https://www.youtube.com/watch?v=3DsOpuSRj7IN4
Old Office Edition | Dude Perfect~63,119,446~9 years ago 5 minutes, 29 seconds~https://www.youtube.com/watch?v=3DZCdMO8bukPA
World Cup Edition | Dude Perfect~68,169,468~9 years ago 5 minutes, 22 seconds~https://www.youtube.com/watch?v=3DP-EzMyJKALA
Red Cards in Rio Prank | Dude Perfect~22,018,887~9 years ago 3 minutes, 34 seconds~https://www.youtube.com/watch?v=3D82thN03rneQ
Exploding Flour | Dude Perfect~6,558,276~9 years ago 3 minutes, 59 seconds~https://www.youtube.com/watch?v=3DDU3GSbIzwm8
Bowling Trick Shots | Dude Perfect~100,663,633~9 years ago 6 minutes, 1 second~https://www.youtube.com/watch?v=3DCACAmH4r1fw
Tim McGraw Trick Shots | Dude Perfect~7,444,296~9 years ago 5 minutes, 27 seconds~https://www.youtube.com/watch?v=3D_7dleGL2DzI
Movie Theater Stereotypes~133,765,116~9 years ago 7 minutes, 41 seconds~https://www.youtube.com/watch?v=3De1CEdPAnj44
NFL Draft Training | Dude Perfect~27,694,957~9 years ago 7 minutes, 17 seconds~https://www.youtube.com/watch?v=3D9AaZljojrYc
World's Longest Dunk Tank Throw | Dude Perfect~17,482,442~9 years ago 2 minutes, 55 seconds~https://www.youtube.com/watch?v=3DRQhGTZStSAw
Exploding Eggs | Dude Perfect~14,103,863~9 years ago 4 minutes, 2 seconds~https://www.youtube.com/watch?v=3DrhMfYKzaY4U
Nerf Sports Edition | Dude Perfect~26,453,618~9 years ago 3 minutes, 51 seconds~https://www.youtube.com/watch?v=3DKkt9Uz8Ol7M
Ping Pong Trick Shots | Dude Perfect~75,985,562~9 years ago 6 minutes, 8 seconds~https://www.youtube.com/watch?v=3D3nRZhGP5apQ
Winter Olympics Edition | Dude Perfect~24,092,947~9 years ago 6 minutes, 10 seconds~https://www.youtube.com/watch?v=3D6Q7kljjRE6U
Slam Dunk Edition | Dude Perfect~37,815,005~9 years ago 3 minutes, 11 seconds~https://www.youtube.com/watch?v=3DZgvuBIdW5GU
Fantasy Factory Edition | Dude Perfect~11,117,200~9 years ago 3 minutes, 48 seconds~https://www.youtube.com/watch?v=3De38p63Md5LA
Gym Stereotypes~142,198,172~9 years ago 6 minutes, 11 seconds~https://www.youtube.com/watch?v=3DnU4EJfX2aXE
500 Foot Moving Goal Shot from Reunion Tower~3,902,642~9 years ago 3 minutes, 26 seconds~https://www.youtube.com/watch?v=3D9D0XuUC5bMs
Kayaking Down an Escalator~34,829,841~9 years ago 6 minutes, 47 seconds~https://www.youtube.com/watch?v=3D46BjHAxgddU
Madden Stereotypes~66,863,128~9 years ago 4 minutes, 51 seconds~https://www.youtube.com/watch?v=3DqaJUEuP6QlI
Fishing Stereotypes~108,699,850~9 years ago 4 minutes, 15 seconds~https://www.youtube.com/watch?v=3Ds_a7AZbJGNM
Trick Shots and Cats~17,728,355~9 years ago 4 minutes, 3 seconds~https://www.youtube.com/watch?v=3DwR0mnlqlOR0
Extreme Trick Shots | Dude Perfect~23,024,126~10 years ago 4 minutes, 57 seconds~https://www.youtube.com/watch?v=3D_8yZsa6wFEw
Fantasy Football Stereotypes~60,567,541~10 years ago 5 minutes, 16 seconds~https://www.youtube.com/watch?v=3DY_NmwtttzA8
Nerf Sports Trick Shots | Dude Perfect~24,819,780~10 years ago 4 minutes, 39 seconds~https://www.youtube.com/watch?v=3DSQRduwgFMGo
Golf Stereotypes~79,327,079~10 years ago 5 minutes, 59 seconds~https://www.youtube.com/watch?v=3D3PNsMXe170Q
Pickup Basketball Stereotypes~125,771,863~10 years ago 5 minutes, 28 seconds~https://www.youtube.com/watch?v=3D0gWxHFMog9w
Nerf Blasters Edition | Dude Perfect~116,930,939~10 years ago 4 minutes, 49 seconds~https://www.youtube.com/watch?v=3Df9jhWFKV3u0
Go Kart Battle | Dude Perfect~26,774,857~10 years ago 7 minutes, 33 seconds~https://www.youtube.com/watch?v=3DSUMLKFMGWI4
NFL Kicking Edition | Dude Perfect~38,147,031~10 years ago 6 minutes, 59 seconds~https://www.youtube.com/watch?v=3DWQ_tHqMVRzw
STUNT DRIVING EDITION | Dude Perfect~24,364,132~10 years ago 5 minutes, 44 seconds~https://www.youtube.com/watch?v=3DWM0XViFp1M0
MASCOT SCHOOL  | Dude Perfect~9,329,673~10 years ago 4 minutes, 31 seconds~https://www.youtube.com/watch?v=3DMAMAUSDuHRs
NASCAR Trick Shot Battle | Dude Perfect~20,518,972~10 years ago 5 minutes, 12 seconds~https://www.youtube.com/watch?v=3DM-AFo0mjV_E
Crazy Arena Edition | Dude Perfect~26,186,335~10 years ago 4 minutes, 57 seconds~https://www.youtube.com/watch?v=3D4Hlz1Q7YSeg
Wide Receiver Edition | Dude Perfect~9,036,150~10 years ago 4 minutes, 55 seconds~https://www.youtube.com/watch?v=3DAqojIuOdJ3k
Johnny Football Edition | Dude Perfect~15,098,957~10 years ago 5 minutes, 51 seconds~https://www.youtube.com/watch?v=3Dn58bFRauLL4
BEST of BLOOPERS | Dude Perfect~32,823,112~10 years ago 5 minutes~https://www.youtube.com/watch?v=3DAdW7C_3HVjA
BASEBALL EDITION | Dude Perfect~16,062,963~10 years ago 4 minutes, 40 seconds~https://www.youtube.com/watch?v=3DFXLQrJNq-kU
Epic Trick Shot Battle 2 | Dude Perfect~22,990,676~10 years ago 5 minutes, 58 seconds~https://www.youtube.com/watch?v=3DXy5I7UBYPeI
Volleyball Trick Shots~14,915,374~11 years ago 3 minutes, 5 seconds~https://www.youtube.com/watch?v=3DG665JSzM9ic
Paper Airplane Battle~80,816,979~11 years ago 6 minutes, 44 seconds~https://www.youtube.com/watch?v=3DbOzQ3CN5La4
USA Basketball Trick Shot (Feat. Lebron, Kobe, Carmelo etc.)~16,634,295~11 years ago 3 minutes, 33 seconds~https://www.youtube.com/watch?v=3DAAgUWWval0w
Olympic Trick Shots | Dude Perfect~13,060,012~11 years ago 4 minutes, 49 seconds~https://www.youtube.com/watch?v=3DTWRzm2c-v4Q
Trick Squirts | Dude Perfect~6,259,595~11 years ago 5 minutes, 5 seconds~https://www.youtube.com/watch?v=3DTb0r2OLh1P0
Wipeout Part 3 | Dude Perfect~6,149,026~11 years ago 4 minutes, 57 seconds~https://www.youtube.com/watch?v=3Dp3o6A49QABM
Play the Dude Perfect Game! - Official Trailer~4,604,237~11 years ago 1 minute, 2 seconds~https://www.youtube.com/watch?v=3DbQVoygcU1rk
Worlds Largest SlingSHOT | EXTENDED EDITION | Dude Perfect~12,110,143~11 years ago 4 minutes, 57 seconds~https://www.youtube.com/watch?v=3DASXYQigqxgM
Bow and Arrow Trick Shots | Dude Perfect~12,605,601~11 years ago 4 minutes, 9 seconds~https://www.youtube.com/watch?v=3DDzUiVoYJQis
Africa Edition | Dude Perfect~7,406,670~11 years ago 3 minutes, 36 seconds~https://www.youtube.com/watch?v=3D1ww0RzmkDKY
Epic Trick Shot Battle | Dude Perfect~26,384,654~12 years ago 4 minutes, 39 seconds~https://www.youtube.com/watch?v=3DW_2eU1ykV3k
Trampoline Edition | Dude Perfect~12,282,478~12 years ago 3 minutes, 30 seconds~https://www.youtube.com/watch?v=3D0n4tqhBd0h4
Wipeout | Part 2 | Dude Perfect~6,208,715~12 years ago 3 minutes, 1 second~https://www.youtube.com/watch?v=3DmK1PgaalFVY
Epic Football Trick Shots | Dude Perfect~6,653,796~12 years ago 2 minutes, 9 seconds~https://www.youtube.com/watch?v=3D0pqjvH9Y3Tg
10 Million Point Shot | Dude Perfect~16,459,060~12 years ago 1 minute, 42 seconds~https://www.youtube.com/watch?v=3DykjA2N1EeZY
Dallas Cowboys Edition | Dude Perfect~2,740,092~12 years ago 2 minutes, 33 seconds~https://www.youtube.com/watch?v=3D5bkJOX6Xa4Q
WORLD RECORD Reliant Stadium Shot | Dude Perfect~3,097,110~12 years ago 40 seconds~https://www.youtube.com/watch?v=3DNqpBZuWE-H8
Dude Perfect=E2=84=A2 on Jimmy Kimmel~2,512,869~12 years ago 2 minutes, 11 seconds~https://www.youtube.com/watch?v=3DzCqMPJnyihQ
Epic Trick Shots | Dude Perfect~2,458,658~12 years ago 3 minutes, 12 seconds~https://www.youtube.com/watch?v=3DAWtabf74daM
Wipeout | Part 1 | Dude Perfect~12,092,006~12 years ago 3 minutes, 11 seconds~https://www.youtube.com/watch?v=3DWaF2csswoB0
Playground Edition | Dude Perfect~4,447,096~13 years ago 1 minute, 52 seconds~https://www.youtube.com/watch?v=3DUu5057uWEpk
Front Flip Shot w/ Tyreke Evans | Dude Perfect~3,943,693~13 years ago 35 seconds~https://www.youtube.com/watch?v=3D840_S6yQb2E
Dude Perfect Panda | Episode 4~2,917,757~13 years ago 1 minute, 6 seconds~https://www.youtube.com/watch?v=3DqxPBrWZY75U
Dude Perfect Panda | Episode 3~3,014,728~13 years ago 48 seconds~https://www.youtube.com/watch?v=3DcVayU1d1u-A
Dude Perfect Panda | Episode 2~3,018,265~13 years ago 1 minute, 14 seconds~https://www.youtube.com/watch?v=3DnSaPBEJgzn0
Dude Perfect Panda | Episode 1~3,975,953~13 years ago 1 minute, 4 seconds~https://www.youtube.com/watch?v=3DWlWmwWQaUws
Worlds Longest Basketball Shot | FIELD VIEW | Dude Perfect~7,534,576~14 years ago 18 seconds~https://www.youtube.com/watch?v=3Dv9DyLRvYp9A
World's Longest Basketball Shot | 3rd DECK VIEW | Dude Perfect~13,589,946~14 years ago 19 seconds~https://www.youtube.com/watch?v=3DW77uk1ejcpY
World's Longest Basketball Shot | Dude Perfect~3,916,095~14 years ago 15 seconds~https://www.youtube.com/watch?v=3DZDNJxodKrZY
Trick Shot Basketball | Dude Perfect | Summer Camp~20,945,154~14 years ago 2 minutes, 38 seconds~https://www.youtube.com/watch?v=3DT4giMyqv0qc
Ramp Shot | Dude Perfect~2,039,171~14 years ago 2 minutes, 33 seconds~https://www.youtube.com/watch?v=3D9B1UQ1mcgMg
Golf Shot | Dude Perfect~3,333,495~14 years ago 53 seconds~https://www.youtube.com/watch?v=3DtQfGvTZPdOw
Ranch Edition | Dude Perfect~5,519,967~14 years ago 4 minutes, 4 seconds~https://www.youtube.com/watch?v=3DjJBmQsIJjx8
Dude Perfect | Backyard Edition | Our 1st Video!~44,593,146~14 years ago 3 minutes, 22 seconds~https://www.youtube.com/watch?v=3DPD6eQY7yCfw
